"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"dist/breweri";0;0;42
"distanc";45;5;0
"distance";2;0;0
"distant";0;0;7
"distemp";8;0;0
"distilled";28;0;0
"distilleri";31;0;0
"distinct";67;0;0
"distinguish";17;0;0
"distort";3;0;29
"distract";116;68;4
"distracted";36;0;0
"distraction";32;0;0
"distraught";0;6;0
"distress";107;0;0
"distribut";79;97;0
"distributor";0;14;0
"district";92;877;82
"districts";0;54;0
"distrust";0;2;0
"disturb";58;44;5
"disturbed";31;0;0
"disturbing";1;0;45
"ditch";0;0;65
"dithering";1;0;0
"div";30;0;0
"diva";40;2;11
"dive";2;71;0
"diver";0;2;0
"diverg";0;9;0
"divers";54;187;35
"diverse";20;0;0
"diversifi";0;51;0
"diversity";11;3;0
"divert";0;41;0
"divid";74;110;48
"divide";0;37;0
"divin";32;0;0
"divincenzo";0;34;0
"divine";33;0;0
"divinity";17;0;0
"divis";0;287;0
"division";0;90;0
"divisionlead";0;31;0
"divorc";70;24;0
"divorce";10;0;0
"divvi";25;0;0
"dixi";0;18;6
"dixieland";0;0;6
"dixon";27;2;1
"diy";3;0;0
"dizerega";28;0;0
"dizzi";6;1;0
"djing";0;0;53
"djokov";0;15;0
"dmitri";0;4;0
"dna";29;56;43
"dnr";0;30;0
"dnrs";0;9;0
"dnt";0;0;27
"do-over";0;0;44
"do”";0;18;0
"do�a";2;48;0
"dobb";0;30;0
"doberman";0;1;0
"doc";4;35;52
"docil";22;0;0
"dock";5;49;0
"doctor";86;217;43
"doctors";0;30;0
"doctrin";0;1;0
"doctrine";1;21;0
"docu";0;0;59
"document";86;167;85
"documentari";62;6;0
"documents";0;40;0
"������";30;0;0
"dodg";0;97;0
"dodger";0;75;0
"doe";1159;665;843
"doea";0;0;1
"does";101;54;116
"doesn";138;0;509
"doesn’t";755;0;30
"doesnt";0;620;4
"doest";0;0;5
"doff";0;21;0
"dog";251;138;219
"doggi";0;1;0
"doggies";21;0;0
"dogma";32;0;0
"dogs";49;0;115
"dogwoods";0;20;0
"doh";3;0;4
"doha";22;0;0
"doi";3;0;0
"doin";0;0;101
"doing";69;21;36
"doj";14;0;0
"dolan";0;95;0
"dolce";0;46;0
"doll";25;20;45
"dolla";0;22;0
"dollar";55;183;243
"dollars";1;12;62
"dollhous";1;0;0
"dolli";0;3;0
"dollop";0;40;0
"dolls";0;0;120
"dolor";0;40;0
"dolphin";0;64;110
"dom";20;0;0
"domain";23;25;0
"dome";7;8;0
"domest";0;70;0
"domin";14;50;94
"dominik";52;0;0
"dominion";26;0;0
"dominiqu";0;0;27
"dominique";39;0;0
"don";1104;71;4192
"don�t";0;35;0
"don’t";1877;0;124
"donald";27;68;1
"donat";32;151;150
"donate";27;0;11
"donating";0;5;0
"donation";0;0;6
"dondo";40;0;0
"done";772;457;842
"done—most";41;0;0
"done”";0;2;0
"donia";0;37;0
"donkey";6;0;0
"donna";0;44;0
"donnell";0;0;108
"donni";0;4;0
"donnie";0;40;0
"donor";28;51;50
"donor/subscrib";0;0;71
"donovan";0;37;52
"dont";28;1064;352
"donut";0;0;72
"donuts";0;0;22
"doo";5;0;0
"doodl";29;0;0
"doofus";41;0;0
"dooley";0;15;0
"doom";115;1;0
"doomsday";30;0;0
"door";435;273;103
"door*";0;0;19
"doorbel";0;0;15
"doorbell";33;0;0
"doorsoff";0;16;0
"doorway";7;0;0
"doover";0;43;0
"dope";41;8;138
"dopest";0;0;38
"dord";0;0;3
"dori";3;0;26
"dorigin";0;5;0
"doris";0;0;8
"dorito";26;0;0
"dork";0;0;11
"dorm";0;0;3
"dorman";0;17;0
"dormant";0;41;0
"dorothy";1;0;0
"dorsett";0;6;0
"dos";10;0;0
"dose";51;50;4
"dostoyevsky";3;0;0
"dot";72;103;1
"doubl";273;343;218
"double";1;0;0
"double-dip";14;0;0
"double-tough";15;0;0
"doublebag";0;29;0
"doubli";0;4;0
"doubt";172;111;193
"doubter";23;0;0
"doubters";0;36;0
"doubts";32;0;0
"doug";0;26;1
"dough";9;0;0
"doughnut";0;48;0
"dougla";0;31;0
"dountooth";0;32;0
"douthat";1;0;0
"dove”";28;0;0
"dow";0;44;0
"dowd";0;6;0
"down";1448;1015;1064
"down�";0;22;0
"down”";37;0;0
"downattheheel";0;22;0
"downdeep";0;2;0
"downers”";2;0;0
"downey";28;52;0
"downfal";33;0;22
"downgrad";1;0;0
"download";4;7;159
"downplay";1;0;0
"downs";36;0;8
"downshift";2;0;0
"downsid";69;27;0
"downsides";51;0;0
"downsized";7;0;0
"downstat";0;66;0
"downstream";0;0;29
"downtown";4;204;66
"downturn";0;111;0
"downward";7;21;123
"dowri";5;0;0
"dozen";49;94;51
"dpi";26;0;0
"dportland";0;24;0
"draco";37;0;0
"draft";0;338;27
"drafte";0;0;62
"drag";81;64;72
"draglin";0;12;0
"dragon";19;90;118
"dragons";1;0;8
"drain";83;23;56
"drainag";0;10;0
"drainage";0;13;0
"drained";0;1;0
"drake";18;10;8
"drama";22;68;157
"dramat";80;49;0
"dramedy";44;0;0
"drank";61;0;59
"drastic";0;8;0
"drastically";39;0;0
"draupada";1;0;0
"draw";323;225;122
"drawback";72;0;0
"drawer";83;0;0
"drawing";1;0;0
"drawings";0;0;8
"drawn";83;36;0
"draws";0;14;0
"drc";36;0;0
"dread";0;0;49
"dreads";2;0;0
"dream";261;182;517
"dream’";2;0;0
"dreamlin";19;0;0
"dreams";89;3;48
"dreamt";0;0;3
"dreamy";0;0;25
"dredg";0;11;0
"drench";0;0;12
"dresden";45;0;0
"dress";394;70;237
"dressed";2;0;0
"dresses";23;32;13
"dressing";0;3;0
"dressing/stuffing";7;0;0
"drew";71;172;51
"drewniak";0;23;0
"dreyer";5;0;0
"dri";340;114;1
"dribbles";0;0;61
"drift";0;3;0
"drill";0;80;45
"drink";365;204;410
"drinker";40;1;0
"drinking";11;9;55
"drinko";0;0;1
"drinks";1;0;11
"drip";0;12;0
"drippy";44;0;0
"drive";356;502;458
"drive/chip/putt";0;0;4
"driven";65;50;22
"driver";87;211;71
"drivers";0;0;31
"drives";0;30;0
"drivethru";0;16;0
"driveway";39;5;0
"driveways/";0;0;9
"driving";4;30;55
"driwght";0;0;1
"drizzl";0;0;62
"drizzle";7;0;0
"drizzle-wet";0;0;2
"drizzli";0;27;0
"drizzling";0;35;0
"droid";0;0;43
"drona’";1;0;0
"drool";16;0;37
"drooling";27;0;0
"droopy";41;0;0
"drop";304;233;313
"dropoff";0;36;0
"dropped";1;0;0
"drops";0;0;20
"drosophila";0;0;10
"drought";7;1;0
"drove";187;62;0
"drown";42;0;59
"drug";41;260;2
"drugaddict";0;7;0
"drugfre";0;52;0
"drugmak";0;14;0
"drugs";0;0;20
"druks";6;0;0
"drum";108;77;103
"drummer";0;160;0
"drummi";0;0;45
"drumminganendtopoverty";0;0;1
"drumrol";0;0;19
"drums";8;2;0
"drunk";52;31;124
"drunken";0;0;24
"drunkenness";11;0;0
"drupal";0;0;26
"druze";156;0;0
"dry";75;0;0
"dryer";4;0;0
"dryness";4;0;0
"dsc-w";0;0;4
"dte";0;16;0
"duan";0;40;0
"duann";0;11;0
"dub";6;0;0
"dubai";0;7;0
"dublin";2;0;0
"dubstep";0;0;39
"duchess";14;0;0
"duck";28;212;93
"duckl";0;18;0
"duckler";0;2;0
"duckworth";0;0;6
"duct";0;0;1
"dude";45;63;532
"due";338;218;137
"duel";0;0;33
"duet";0;3;9
"duff";0;23;0
"duffi";0;30;0
"dufner";0;65;0
"dug";39;69;0
"dugout";0;6;0
"duh";12;0;79
"duh����";0;0;21
"dui";10;8;0
"duke";5;26;35
"dulc";0;11;0
"dulcet";36;0;0
"duli";78;0;31
"dull";63;27;0
"dullahan";0;31;0
"dulles";16;0;0
"dum";88;0;0
"dumb";0;5;171
"dumbass";0;0;63
"dumbbel";0;0;50
"dumbest";0;0;7
"dumbledore";0;4;0
"dumervil";0;44;0
"dummer";1;0;0
"dummi";0;18;0
"dummy";0;0;40
"dump";93;69;33
"dumpl";3;54;0
"dumplings";6;0;0
"dumpster";11;0;0
"dumpster-div";1;0;0
"dumpti";0;34;0
"dunaway";1;0;0
"duncan";22;0;0
"dune";0;1;0
"dungeon";31;0;0
"dunick";0;36;0
"dunk";1;1;74
"dunkin";0;0;72
"dunn";0;44;2
"dunno";0;0;91
"duo";0;0;23
"dupe";7;0;0
"duplic";1;40;0
"duplication";7;0;0
"dupont";0;0;68
"durability";8;0;0
"durabl";0;2;0
"durant";0;2;9
"duration";15;0;0
"dure";856;1213;574
"durham";27;0;0
"dusk";0;52;0
"dust";1;5;34
"dust-bin";0;0;60
"dust-mit";0;0;45
"dusti";0;12;0
"dustin";0;0;47
"dutch";109;0;9
"dutchrudd";0;0;1
"duti";42;48;25
"duties";2;29;0
"duty";49;52;7
"duvet";0;0;69
"duyck";0;32;0
"dvd";64;45;16
"dvds";46;0;0
"dvm";1;0;0
"dvr";0;0;76
"dvrpc";0;3;0
"dwayn";0;46;43
"dwell";0;5;28
"dwelling";46;5;0
"dwi";0;10;0
"dwts";0;0;45
"dwyan";0;29;0
"����";0;0;48
"����";0;0;54
"��������";0;0;24
"����";0;0;62
"����";0;0;55
"����";0;0;1
"��������";0;0;13
"����";0;0;51
"����";0;0;30
"����";0;0;25
"����";0;0;80
"����������������";0;0;9
"����";0;0;12
"����";0;0;2
"dye";43;32;71
"dyf";0;40;0
"dying";13;1;0
"dylanlik";0;11;0
"dynaband";2;0;0
"dynam";42;84;0
"dynamit";24;0;0
"dynamo";0;9;0
"dynasti";0;1;0
"dysart";0;5;0
"dysfunct";5;0;0
"dysfunctional";0;0;2
"dystel";34;0;0
"������������";0;0;14
"e-gambl";0;0;3
"e-mail";52;0;0
"e-procurement";0;0;1
"e-publishing";0;0;5
"each";1512;1010;442
"eager";30;3;0
"eagl";0;24;53
"eagle";0;0;2
"eandl";38;0;0
"ear";276;70;167
"ear–someth";33;0;0
"earache";0;0;34
"earl";1;1;0
"earli";467;608;424
"earlier";187;392;219
"earliest";12;29;0
"earlobe";15;0;0
"early";13;69;138
"earlyseason";0;2;0
"earn";129;219;20
"earned";1;0;0
"earner";0;6;0
"earnest";0;0;6
"earnhardt";0;69;0
"earnshaw";6;0;0
"earphon";0;0;37
"ears";34;0;48
"earsplit";0;1;0
"earth";189;87;75
"earth’";1;0;0
"earthern";18;0;0
"earthi";0;19;0
"earthmov";0;12;0
"earthquake";0;2;0
"earthshattering";0;32;0
"eas";4;96;62
"ease";0;0;14
"eash";1;0;0
"easi";232;347;176
"easier";344;172;158
"easiest";5;0;20
"easili";160;60;0
"easily";54;0;0
"eassist";0;72;0
"east";121;460;130
"eastbound";0;0;11
"easter";125;2;145
"easterl";0;2;0
"eastern";65;101;127
"eastlake";0;13;0
"eastland";0;0;4
"eastlead";0;23;0
"easton";21;0;0
"eastwestnorthsouth";0;40;0
"eastwood";0;0;1
"easy";23;30;22
"easy-to-do";0;0;13
"eat";584;88;461
"eaten";33;0;5
"eatery";0;5;0
"eating";55;0;0
"eaton";0;10;0
"eatsmart";0;0;37
"eau";74;0;0
"ebay";17;0;68
"ebgames/gamestop";0;0;27
"ebon";0;0;4
"echo";97;19;0
"eclips";14;0;68
"eco";34;0;0
"ecoboost";0;9;0
"ecofriendly";0;31;0
"ecolog";0;37;0
"econo-cultur";5;0;0
"econom";265;275;0
"economi";71;195;0
"economically";5;0;0
"economicdevelop";0;40;0
"economics";12;0;0
"economist";77;69;0
"economists";0;19;0
"economy";22;55;0
"ecoproduct";0;28;0
"ecstasi";1;0;0
"ecstasy";19;0;0
"ecstat";1;0;54
"ecstatic";0;0;17
"edcamps";0;0;12
"eddi";0;41;15
"eddie";0;34;0
"eden";7;0;0
"edg";128;84;14
"edge";0;7;0
"edges";6;0;0
"edgeways";2;0;0
"edgi";0;11;0
"edgier";0;40;0
"edi";0;2;0
"edibl";7;0;8
"edict";0;47;0
"edifi";12;0;0
"edina";0;48;50
"edinburgh";21;0;0
"edison";0;3;0
"edit";177;32;55
"edited";0;0;77
"edith";0;40;0
"editing";0;0;3
"edition";0;5;0
"editions";30;0;0
"editor";114;176;0
"editori";22;29;0
"edl";155;0;0
"edmonton";0;39;0
"edt";0;10;0
"edtech";0;0;13
"educ";245;397;54
"educate";8;0;0
"educated";19;0;0
"education";56;85;53
"educationjunior";0;11;0
"edward";83;79;43
"edwardsvill";0;56;0
"edwin";0;32;0
"edyta";14;3;0
"eek";14;0;52
"eeoc";30;0;0
"eerili";34;0;0
"eff";0;0;29
"effac";6;0;0
"effect";333;479;199
"effected";31;0;0
"effective";0;48;39
"effects";33;0;54
"effici";125;56;96
"efficiency";0;39;0
"efficient";51;0;1
"effort";347;458;16
"effortless";2;41;0
"efforts";46;37;19
"effus";14;0;0
"efron";0;37;0
"egalitarian";38;0;0
"eganjon";0;6;0
"egd";0;0;70
"egg";375;115;161
"eggo";0;0;35
"eggplant";0;0;23
"eggs";90;11;0
"eggshel";8;0;0
"eggshells";0;0;1
"ego";47;0;0
"egypt";14;66;0
"egyptian";29;32;0
"ehrlich";2;0;11
"eight";94;296;0
"eight-year";14;0;0
"eighteen";15;0;0
"eighth";0;143;0
"eighthgrad";0;31;0
"eighthgrader";0;26;0
"eighti";30;2;0
"eilat";0;33;0
"eileen";0;44;3
"einhous";0;2;0
"einstein";2;0;63
"eisner";6;0;0
"either";517;204;329
"ejacul";0;0;1
"eject";0;41;0
"ekiza";22;0;0
"ekottara";9;0;0
"elabor";23;0;0
"elaborate";23;0;0
"elaps";4;0;0
"elazarowitz@nydailynewscom";0;9;0
"elberon";0;32;0
"elbow";9;27;0
"elder";47;0;0
"elderberri";7;0;0
"elders";7;0;0
"eldest";0;1;0
"eldridg";41;0;0
"eleanor";0;0;15
"elect";16;394;113
"election";15;137;0
"elections";17;38;0
"elector";0;92;0
"electr";55;80;1
"electric";29;0;0
"electricians";34;0;0
"electrifi";0;44;0
"electron";14;54;0
"electrons";102;0;0
"eleg";0;33;0
"elegant";20;0;0
"element";11;75;15
"elementari";16;93;1
"elements";0;0;46
"elena";2;0;62
"eleph";31;0;0
"elev";0;77;0
"elevator";0;0;1
"elevators";0;0;30
"eleven";10;0;0
"eleventi";0;0;65
"eli";0;0;61
"elicit";0;14;0
"elig";0;33;0
"elimin";122;43;0
"eliminated";37;0;0
"eliot";0;0;12
"elit";128;48;49
"elitestart";0;1;0
"elizabeth";0;26;45
"elizabeth’";31;0;0
"elk";0;48;0
"ella";2;0;0
"ellen";65;25;0
"elli";21;2;29
"ellie";10;0;0
"ellin";32;0;0
"elliot";9;43;0
"elliott";0;36;0
"ellipt";18;0;0
"ellison";8;0;0
"ellwood";0;0;2
"elmo";0;0;28
"eloqu";4;22;0
"els";479;224;400
"else";76;7;48
"elsevi";19;0;0
"elsewher";1;0;0
"elsewhere";69;31;0
"elsinboro";0;2;0
"elsman";0;4;0
"elud";0;2;0
"elvi";0;60;0
"elvis";0;0;25
"elway";0;41;6
"elwidg";1;0;0
"elyot";0;12;0
"elyria";0;13;0
"ema";0;0;3
"email";350;275;540
"emails";58;1;0
"emancip";0;10;0
"emancipatori";43;0;0
"emanuel";22;7;0
"embarcadero";0;48;0
"embark";23;34;0
"embarrass";125;1;47
"embarrassing";0;0;5
"embassi";7;31;0
"embellish";27;0;0
"embellishments";23;0;0
"embodi";40;20;0
"embossing";1;0;0
"embrac";50;4;7
"embroid";33;0;0
"embryon";0;3;0
"emcee";0;17;0
"emd";0;24;0
"emerg";118;131;22
"emergencies";36;0;0
"emergency";7;0;0
"emeritus";0;1;0
"emili";1;2;0
"emilia";0;32;0
"emilynaomihbbc";26;0;0
"emin";49;21;0
"eminem";0;0;17
"eminem<";0;0;2
"emiss";38;0;0
"emit";0;5;0
"emma";56;26;0
"emmett";15;0;0
"emolli";4;0;0
"emot";103;122;103
"emotionally-charg";12;0;0
"emotions";49;0;0
"empathi";13;0;0
"empathis";23;0;0
"emperor";15;0;0
"emphas";26;2;0
"emphasi";0;32;0
"emphat";30;0;0
"emphatically”";12;0;0
"empir";0;24;0
"empire";33;0;47
"employ";42;151;0
"employe";0;448;62
"employee";30;6;0
"employees";0;91;0
"employer";0;21;0
"employers";0;0;28
"emporium";10;0;0
"empower";37;0;0
"empowered";37;0;0
"empti";103;21;49
"emptiness";27;0;0
"empty";0;0;41
"emu";5;0;0
"emul";0;38;0
"enabl";81;35;0
"enact";39;0;0
"encamp";0;34;0
"encas";0;1;0
"enchant";5;0;0
"enclosed";6;0;0
"encor";9;0;46
"encount";28;85;18
"encountered";11;0;0
"encourag";193;225;24
"encouraged";33;0;0
"encouragement";0;5;0
"end";924;1182;577
"endang";0;57;0
"endear";7;5;0
"endearment";0;0;21
"endeavors";12;0;0
"endeavour";2;0;0
"ender";0;10;0
"ending";10;0;0
"ending…";1;0;0
"endless";120;15;50
"endlessly";12;0;0
"endoftheday";0;36;0
"endors";17;126;0
"endorsement";0;0;56
"endow";17;0;0
"endruns";0;1;0
"ends";31;14;2
"endur";11;10;0
"endure";0;10;0
"enemi";90;49;34
"enemies";34;0;0
"enemies’";12;0;0
"enemy";41;0;0
"energet";0;30;0
"energetic";0;2;0
"energi";184;465;182
"energy";37;53;186
"energy—than";0;19;0
"energyboost";0;6;0
"energyeffici";0;3;0
"enfield";3;0;0
"enforc";49;249;0
"enforcement";15;17;0
"engag";154;153;79
"engage";8;0;0
"engagement";0;0;129
"engel";31;0;0
"engin";21;205;184
"engine";0;0;21
"engineer";4;13;10
"engineering";0;0;13
"engl";0;22;0
"england";97;81;0
"englewood";0;72;0
"english";40;35;213
"englishstyl";0;25;0
"engross";0;0;1
"engulfed";0;27;0
"enhanc";0;101;2
"enhancement";7;0;0
"enjoy";584;223;502
"enjoyed";0;0;37
"enjoying";31;0;3
"enlarg";30;34;0
"enlarge";3;0;0
"enlighten";37;0;8
"ennui";41;0;0
"enorm";87;28;0
"enough";886;676;655
"enough”-";0;0;64
"enquiri";1;0;0
"enrag";52;0;0
"enrich";29;36;0
"enriched";7;0;0
"enrico";0;40;0
"enrol";7;63;12
"ensu";0;9;0
"ensue";25;0;0
"ensur";55;74;0
"ent";2;0;0
"entail";18;0;0
"enter";223;383;82
"entered";12;0;0
"enteritidis";0;24;0
"enterpris";26;62;12
"enterprise";51;8;0
"entertain";116;148;85
"entertaining";0;0;112
"entertainment";14;30;1
"enthusiasm";0;0;2
"enthusiast";14;36;2
"enthusiasts";1;0;0
"entic";0;41;0
"entices";0;42;0
"entir";306;198;44
"entirely";30;0;0
"entiti";38;0;0
"entitl";203;34;0
"entourag";0;5;0
"entranc";35;1;67
"entrance";8;3;1
"entrance”";0;1;0
"entranced";17;0;0
"entrancemak";0;32;0
"entrances";0;33;0
"entrants";0;21;0
"entreat";23;0;0
"entrench";20;0;0
"entrepreneur";14;80;42
"entri";46;77;27
"entries";12;0;0
"entrust";0;11;0
"entry";90;33;0
"entry-level";0;0;2
"entryway";8;0;0
"enuff";0;0;7
"enunci";2;0;0
"envelop";35;0;0
"envelope";0;6;0
"envi";3;0;0
"envious";2;0;0
"environ";38;0;0
"environment";42;190;84
"environmentalist";3;8;0
"environmentalists";0;15;0
"environmentalists”";1;0;0
"environments";0;0;38
"envis";0;0;64
"envoy";0;15;0
"envy";0;28;0
"enzym";13;0;7
"eoc";0;0;59
"epa";0;88;0
"ephemer";1;0;0
"epic";68;67;284
"epicent";0;5;0
"epicenter";0;2;0
"epidem";1;18;0
"epidemiolog";27;0;0
"epilogu";0;4;0
"epiphany";0;2;0
"episcop";0;41;0
"episod";168;105;220
"episode";49;0;28
"episodes";48;0;61
"epitaph";0;26;0
"epitom";16;0;0
"epo";4;0;0
"eponym";0;0;10
"epr";50;0;0
"equal";57;41;74
"equal-ish";13;0;0
"equality";0;3;0
"equalization";29;0;0
"equalizer";0;0;28
"equat";43;105;5
"equation";35;41;0
"equin";11;0;0
"equinox";0;12;0
"equip";57;52;64
"equipment";15;0;0
"equiti";0;39;0
"equival";44;94;0
"era";64;60;10
"erad";0;6;0
"eradicate";8;0;0
"eran";50;0;0
"eras";38;38;39
"eraserhead";0;0;63
"erasers";5;0;0
"erasmus";13;0;0
"erasures";0;30;0
"erc";0;37;0
"ereckson";0;5;0
"erect";22;36;0
"ereserv";0;0;1
"ergonom";0;3;0
"eric";39;119;0
"erica";10;0;0
"erich";2;11;0
"erik";0;7;0
"erika";0;18;53
"erin";0;2;0
"ernest";0;10;0
"erod";0;52;0
"errand";0;0;10
"erred";0;23;0
"erron";0;0;96
"error";31;178;62
"error…";1;0;0
"errors";24;19;0
"erstwhil";1;0;0
"eryx";42;0;0
"esc";0;0;16
"escal";0;39;0
"escap";97;43;5
"escape";91;4;0
"escaped";33;0;0
"eschaton";4;0;0
"eschew";24;0;0
"escondido";7;0;0
"escort";0;3;0
"escrow";0;4;0
"esdc";92;0;0
"esdc’";46;0;0
"eshs";0;0;1
"eskimo";15;0;0
"eskimos";8;0;0
"eskisehirspor";0;94;0
"esoter";0;24;0
"esp";0;0;44
"espa�a";33;0;0
"espa�oles";1;0;0
"especi";487;397;174
"especiali";17;0;0
"especially";7;0;42
"esperanza";0;0;44
"espn";0;62;48
"esposito";0;8;0
"espresso";0;4;0
"esprit";7;0;0
"essay";26;44;1
"essays";24;0;0
"essenc";63;5;0
"essenti";144;102;48
"essex";0;34;0
"essi";2;0;0
"esso_atl";0;0;25
"esstman";0;23;0
"est";0;0;57
"establish";120;129;0
"established";0;2;0
"establishment";0;0;35
"estat";76;144;0
"estate";35;0;0
"estateplan";0;3;0
"esteem";36;9;7
"esther";0;9;0
"estim";27;131;0
"estimated";0;23;0
"estimation";6;0;0
"estoy";0;0;41
"estudiantina";0;44;0
"etc";433;23;153
"etc…";12;0;0
"etcm";33;0;0
"etegami";14;0;0
"eter";24;0;0
"etern";40;0;0
"eternal";24;0;0
"eternally";12;0;0
"eternity";1;0;0
"etextbook";0;20;0
"etf";31;0;0
"ethan";84;0;0
"ethanol";0;36;0
"ethic";50;80;49
"ethics";2;0;0
"ethiopia";25;0;0
"ethiopia’";12;0;0
"ethnographi";0;0;51
"eton";0;13;0
"etsi";38;0;0
"etsy";1;0;0
"eu’";30;0;0
"eucharist";17;0;0
"euclid";0;41;56
"euclidlyndhurst";0;41;0
"eugen";0;30;13
"eunic";0;30;0
"euphoria";2;0;0
"euphrat";0;10;0
"euro";0;66;0
"europ";78;159;50
"europe";42;10;4
"europe’";18;0;0
"european";50;77;0
"europeo";1;0;0
"eurorscg";24;0;0
"eurozon";5;85;0
"eus";0;9;0
"eussr";40;0;0
"eva";0;20;0
"evacu";0;37;0
"evacuate";0;33;0
"evade";42;0;0
"evalu";31;69;28
"evaluations";0;5;0
"evan";15;55;0
"evangel";31;0;0
"evangelist";0;46;0
"evangelo";17;0;0
"evans";2;0;0
"evaporate";31;0;0
"eve";32;21;24
"evelyn";60;37;0
"evelyn’";35;0;0
"even";2526;1718;1601
"evening";10;22;88
"evening’";1;0;0
"event";593;511;519
"events";4;55;0
"eventu";259;274;11
"eventually";75;0;0
"ever";1056;535;1528
"ever-mov";1;0;0
"ever-roaming";1;0;0
"everbodi";0;0;45
"everett";0;70;0
"evergreen";34;0;0
"evergrowing";0;3;0
"everi";1379;881;841
"everlast";0;0;54
"evermodest";0;16;0
"evermore";0;4;0
"everpoet";0;25;0
"everr";0;0;20
"everybodi";34;108;99
"everybody";0;0;51
"everybody’";18;0;0
"everyday";83;5;175
"everyon";677;204;884
"everyone";36;22;177
"everyone-i";11;0;0
"everyth";449;253;399
"everything";21;0;139
"everything”";0;12;0
"everytim";0;0;39
"everywher";48;4;0
"everywhere";2;1;0
"evict";0;29;0
"evid";129;313;63
"evidence";10;49;0
"evidence”";12;0;0
"evil";160;48;64
"evinta";24;0;0
"evok";14;25;50
"evolution’";1;0;0
"evolv";89;8;0
"evolves";0;7;0
"evri";0;0;18
"evryth";0;0;1
"ewe";1;0;55
"ewing";0;6;0
"ex-cia";49;0;0
"ex-footbal";0;0;43
"ex-partn";36;0;0
"ex-partners";36;0;0
"ex-speechwriter";0;0;65
"ex-tend";14;0;0
"exacerb";0;23;0
"exact";312;161;73
"exactly";27;0;65
"exagger";16;18;0
"exaggeration";33;0;0
"exalted";1;0;0
"exalteth";1;0;0
"exam";41;8;57
"examin";106;44;22
"exampl";231;126;0
"example";28;36;0
"exams";25;0;0
"excav";6;3;0
"exceed";39;39;0
"excel";102;121;128
"excellent";7;2;80
"excema";6;0;0
"except";402;154;118
"exception";12;24;57
"exceptions";10;0;0
"excerpt";101;0;0
"excess";23;119;0
"exchang";80;137;63
"exchange";19;8;2
"excit";576;209;680
"excited";32;37;125
"excitedly";47;0;0
"excitement";0;0;62
"exciting";17;36;55
"exclaim";6;2;0
"exclud";19;37;0
"excluded";0;5;0
"exclus";0;73;3
"exclusive";33;0;3
"exclusively";0;5;0
"excurs";29;0;0
"excus";114;38;74
"excuse";24;0;0
"excuses";0;0;16
"execut";70;516;11
"execute";0;2;0
"executive";24;45;0
"exemplifi";0;30;0
"exempt";0;49;0
"exemptions";0;41;0
"exercis";159;42;71
"exercise";7;0;17
"exerpt";6;0;0
"exhal";17;0;0
"exhale";0;0;2
"exhaust";0;1;31
"exhausted";9;0;22
"exhibit";107;215;30
"exhibition";0;0;8
"exhilarating";22;0;0
"exist";271;166;0
"existed";3;0;0
"existence";9;0;1
"existenti";28;0;0
"exit";102;18;50
"exner";0;3;0
"exodar";32;0;0
"exodus";0;0;1
"exohxo";0;0;3
"exorbit";39;0;0
"exot";28;0;0
"exotic";0;4;0
"expand";69;78;20
"expans";37;93;6
"expansion";1;47;0
"expect";651;780;161
"expect-";2;0;0
"expectations";82;0;0
"expected";17;55;33
"expedia";3;0;0
"expedit";38;1;0
"expel";2;31;0
"expens";175;121;44
"expensive";10;9;0
"experi";478;280;185
"experienc";204;14;60
"experience";147;101;118
"experienced";0;39;0
"experiences";66;0;0
"experiment";33;6;0
"experiments";1;28;0
"experince";0;0;58
"expert";66;45;8
"expertis";6;62;0
"experts";10;0;0
"expir";42;77;0
"expire";0;13;0
"explain";110;205;33
"explained";0;20;0
"explan";26;12;0
"explanation";0;49;0
"explanations";0;19;0
"explicit";1;25;0
"explitavely";0;0;25
"explod";16;51;0
"explode";0;0;18
"exploded";5;32;0
"exploding";1;0;0
"exploit";0;36;0
"explor";25;111;0
"exploration";31;18;0
"explore";0;2;0
"exploring";18;0;0
"explos";75;2;0
"expo";23;11;64
"exponentially";0;24;0
"export";5;20;0
"exporter";0;18;0
"expos";111;20;59
"exposur";6;3;55
"exposure";29;2;0
"expound";0;23;0
"express";88;348;89
"expressed";3;0;0
"expression";10;12;4
"expressive";0;19;0
"expressli";23;0;0
"exquisite";30;0;0
"extend";85;146;56
"extended";0;8;0
"extens";70;100;47
"extension";0;31;57
"extensive";0;2;0
"extent";97;17;0
"extenu";0;17;0
"exterior";7;6;0
"extermin";5;0;0
"extermination";0;5;0
"extern";130;0;0
"extinguish";0;12;0
"extort";0;3;0
"extra";216;181;138
"extrabas";0;41;0
"extract";71;20;0
"extran";20;0;0
"extraordinair";7;0;0
"extraordinari";0;6;0
"extraordinarili";18;1;0
"extraordinary";1;0;14
"extravag";8;57;0
"extravagant";5;0;0
"extrem";103;184;127
"extremist";43;43;0
"extremists";0;39;0
"exuber";0;2;0
"exuse";0;0;4
"exwife";0;1;0
"exxon";0;0;57
"eye";721;285;253
"eye-catch";2;0;0
"eyeapp";0;20;0
"eyebal";41;0;0
"eyeball";0;1;0
"eyeball”";40;0;0
"eyebrow";33;0;0
"eyebrows";0;17;0
"eyelin";30;0;0
"eyeopen";0;32;0
"eyes";208;9;34
"eyster";0;8;0
"ezra";31;0;0
"f*s";0;0;7
"faa";0;70;0
